"method","path","group","path_parameters","bearer_capable","content_type","source_bundles"
"GET","/api/activity/comments/","activity","","True",,"71280-e984758c9379dc61.js"
"POST","/api/activity/comments/","activity","","True","application/json","71280-e984758c9379dc61.js"
"DELETE","/api/activity/comments/{comment_id}/","activity","comment_id","True",,"71280-e984758c9379dc61.js"
"GET","/api/activity/comments/{comment_id}/","activity","comment_id","True",,"71280-e984758c9379dc61.js"
"PUT","/api/activity/comments/{comment_id}/","activity","comment_id","True","application/json","71280-e984758c9379dc61.js"
"PUT","/api/activity/comments/{comment_id}/ban/","activity","comment_id","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/activity/comments/count/","activity","","True",,"71280-e984758c9379dc61.js"
"POST","/api/activity/ratings/","activity","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/activity/title-data/{title_id}/","activity","title_id","True",,"71280-e984758c9379dc61.js"
"PUT","/api/activity/title-data/{title_id}/","activity","title_id","True","application/json","71280-e984758c9379dc61.js"
"DELETE","/api/activity/views/","activity","","True",,"71280-e984758c9379dc61.js"
"POST","/api/activity/views/","activity","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/activity/vote-post/","activity","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/activity/votes/","activity","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/activity/vote-similar/","activity","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/activity/active-gift/","activity","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/activity/comments/","activity","","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/activity/comments/","activity","","True","application/json","71280-e984758c9379dc61.js"
"DELETE","/api/v2/activity/comments/{comment_id}/","activity","comment_id","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/activity/comments/{comment_id}/","activity","comment_id","True",,"71280-e984758c9379dc61.js"
"PUT","/api/v2/activity/comments/{comment_id}/","activity","comment_id","True","application/json","71280-e984758c9379dc61.js"
"PUT","/api/v2/activity/comments/{comment_id}/ban/","activity","comment_id","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/activity/comments/count/","activity","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/activity/notes/","activity","","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/activity/notes/","activity","","True","application/json","71280-e984758c9379dc61.js"
"DELETE","/api/v2/activity/notes/{note_id}/","activity","note_id","True",,"71280-e984758c9379dc61.js"
"PUT","/api/v2/activity/notes/{note_id}/","activity","note_id","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/activity/partner-gift-reward/","activity","","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/activity/partner-gift-reward/","activity","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/activity/random-reward/","activity","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/activity/view-page/","activity","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/activity/vote/","activity","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v3/activity/comments/","activity","","True",,"71280-e984758c9379dc61.js"
"POST","/api/v3/activity/comments/","activity","","True","application/json","71280-e984758c9379dc61.js"
"DELETE","/api/v3/activity/comments/{comment_id}/","activity","comment_id","True",,"71280-e984758c9379dc61.js"
"GET","/api/v3/activity/comments/{comment_id}/","activity","comment_id","True",,"71280-e984758c9379dc61.js"
"PUT","/api/v3/activity/comments/{comment_id}/","activity","comment_id","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v3/activity/comments/{comment_id}/ban/","activity","comment_id","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/battlepass/check-access/","battlepass","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/battlepass/current/","battlepass","","True",,"71280-e984758c9379dc61.js"
"POST","/api/battlepass/current/","battlepass","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/battlepass/current/preview/","battlepass","","True",,"71280-e984758c9379dc61.js"
"POST","/api/battlepass/join/","battlepass","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/battlepass/manage/","battlepass","","True",,"71280-e984758c9379dc61.js"
"POST","/api/battlepass/manage-minigames/","battlepass","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/battlepass/tasks/","battlepass","","True",,"71280-e984758c9379dc61.js"
"POST","/api/battlepass/tasks/","battlepass","","True","application/json","71280-e984758c9379dc61.js"
"PUT","/api/battlepass/tasks/","battlepass","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/battlepass/levels/skip/","battlepass","","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/battlepass/levels/skip/","battlepass","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/billing/buy-chapter/","billing","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/billing/charge/","billing","","True",,"71280-e984758c9379dc61.js"
"POST","/api/billing/charge/","billing","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/billing/donate/","billing","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/billing/get-payment-ckassa/","billing","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/billing/get-payment-cloudpayments/","billing","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/billing/get-payment-cryptocloud/","billing","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/billing/get-payment-monetaru/","billing","","True",,"71280-e984758c9379dc61.js"
"GET","/api/billing/get-payment-monetaru-foreign/","billing","","True",,"71280-e984758c9379dc61.js"
"POST","/api/billing/get-payment-payselection/","billing","","True",,"71280-e984758c9379dc61.js"
"POST","/api/billing/get-payment-payze/{signature}/","billing","signature","True",,"71280-e984758c9379dc61.js"
"POST","/api/billing/get-payment-robokassa/","billing","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/billing/get-payment-tinkoff/","billing","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/billing/get-payment-yookassa/","billing","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/billing/get-subscription-tinkoff/","billing","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/billing/premium/","billing","","True",,"71280-e984758c9379dc61.js"
"POST","/api/billing/premium/","billing","","True","application/json","71280-e984758c9379dc61.js"
"PUT","/api/billing/premium/","billing","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/billing/promo-codes/","billing","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/billing/withdraw/","billing","","True","application/json","71280-e984758c9379dc61.js"
"DELETE","/api/billing/withdraw/{withdraw_id}/","billing","withdraw_id","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/billing/charge/","billing","","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/billing/charge/","billing","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/billing/coins-exchange/","billing","","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/billing/coins-exchange/","billing","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/billing/exchange/","billing","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/billing/lightning-balance/","billing","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/billing/lightning-payments/","billing","","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/billing/paypal/action/","billing","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/billing/paypal/webhook/","billing","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/billing/users/payments/","billing","","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/billing/withdraw/","billing","","True","application/json","71280-e984758c9379dc61.js"
"DELETE","/api/v2/billing/withdraw/{withdraw_id}/","billing","withdraw_id","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/billing/withdraw/{withdraw_id}/receipt/","billing","withdraw_id","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/card-gen/generate/","card-gen","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/card-gen/status/{task_id}/","card-gen","task_id","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/clubs/","clubs","","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/clubs/","clubs","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/clubs/{club_dir}/buy-perk/{perk_id}/","clubs","club_dir,perk_id","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/clubs/{club_dir}/change_ranks/","clubs","club_dir","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/clubs/{club_dir}/fee-history/","clubs","club_dir","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/clubs/{club_dir}/fee-member/{user_id}/","clubs","club_dir,user_id","True",,"71280-e984758c9379dc61.js"
"PUT","/api/v2/clubs/{club_dir}/fee-member/{user_id}/","clubs","club_dir,user_id","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/clubs/{club_dir}/fee-member/{user_id}/adjust/","clubs","club_dir,user_id","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/clubs/{club_dir}/fee-member/auto-pay/","clubs","club_dir","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/clubs/{club_dir}/fee-members/","clubs","club_dir","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/clubs/{club_dir}/fee-settings/","clubs","club_dir","True",,"71280-e984758c9379dc61.js"
"PUT","/api/v2/clubs/{club_dir}/fee-settings/","clubs","club_dir","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/clubs/{club_dir}/items-requests/","clubs","club_dir","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/clubs/{club_dir}/items-requests/","clubs","club_dir","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/clubs/{club_dir}/items-requests/{request_id}/","clubs","club_dir,request_id","True",,"71280-e984758c9379dc61.js"
"PUT","/api/v2/clubs/{club_dir}/items-requests/{request_id}/","clubs","club_dir,request_id","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/clubs/{club_dir}/members/","clubs","club_dir","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/clubs/{club_dir}/ranks/","clubs","club_dir","True",,"71280-e984758c9379dc61.js"
"DELETE","/api/v2/clubs/{club_dir}/ranks/{rank_id}/delete/","clubs","club_dir,rank_id","True",,"71280-e984758c9379dc61.js"
"PUT","/api/v2/clubs/{club_dir}/ranks/{rank_id}/edit/","clubs","club_dir,rank_id","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/clubs/{club_dir}/ranks/create/","clubs","club_dir","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/clubs/{club_dir}/regression/","clubs","club_dir","True","application/json","71280-e984758c9379dc61.js"
"DELETE","/api/v2/clubs/{dir}/","clubs","dir","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/clubs/{dir}/","clubs","dir","True",,"71280-e984758c9379dc61.js"
"PATCH","/api/v2/clubs/{dir}/","clubs","dir","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/clubs/{dir}/","clubs","dir","True","application/json","71280-e984758c9379dc61.js"
"PUT","/api/v2/clubs/{dir}/","clubs","dir","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/clubs/{dir}/change_roles/","clubs","dir","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/clubs/{dir}/donate/","clubs","dir","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/clubs/{dir}/donate/history/","clubs","dir","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/clubs/{dir}/kick_members/","clubs","dir","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/clubs/{dir}/leave/","clubs","dir","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/clubs/{dir}/requests/","clubs","dir","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/clubs/{dir}/requests/{id}/","clubs","dir,id","True",,"71280-e984758c9379dc61.js"
"PATCH","/api/v2/clubs/{dir}/requests/{id}/","clubs","dir,id","True","application/json","71280-e984758c9379dc61.js"
"PUT","/api/v2/clubs/{dir}/requests/{id}/","clubs","dir,id","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/clubs/create-cost/","clubs","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/clubs/perks/","clubs","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/clubs/regressions/","clubs","","True",,"71280-e984758c9379dc61.js"
"GET","/api/config/","config","","True",,"71280-e984758c9379dc61.js"
"GET","/api/dashboard/promo/render/","dashboard","","True",,"71280-e984758c9379dc61.js"
"POST","/api/dashboard/promo/render/","dashboard","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/dashboard/{publisher_id}/promo/","dashboard","publisher_id","True",,"71280-e984758c9379dc61.js"
"PUT","/api/v2/dashboard/{publisher_id}/promo/","dashboard","publisher_id","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/dashboard/{publisher_id}/promo/{promo_id}/stop/","dashboard","publisher_id,promo_id","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/dashboard/{publisher_id}/promo/add/","dashboard","publisher_id","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/dashboard/{publisher_id}/promo/admin/{promo_id}/stop/","dashboard","publisher_id,promo_id","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/dashboard/{publisher_id}/promo/aggregation/","dashboard","publisher_id","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/dashboard/{publisher_id}/promo/billing/","dashboard","publisher_id","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/dashboard/{publisher_id}/promo/billing/buy/","dashboard","publisher_id","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/dashboard/{publisher_id}/promo/billing/buy/","dashboard","publisher_id","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/dashboard/{publisher_id}/promo/statistics/{promo_id}/","dashboard","publisher_id,promo_id","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/dashboard/{publisher_id}/promo/statistics/title/{title_id}/","dashboard","publisher_id,title_id","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/dnd/admin/add_item/","dnd","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/dnd/characters/{user_id}/","dnd","user_id","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/dnd/characters/classes/","dnd","","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/dnd/characters/create/","dnd","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/dnd/characters/races/","dnd","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/dnd/characters/skills/","dnd","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/dnd/inventory/","dnd","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/dnd/locations/","dnd","","True",,"71280-e984758c9379dc61.js"
"GET","/api/entries/","entries","","True",,"71280-e984758c9379dc61.js"
"GET","/api/entries/{entry_id}/","entries","entry_id","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/entries/","entries","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/entries/{entry_id}/","entries","entry_id","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/","events","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/advent-calendar/","events","","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/events/advent-calendar/","events","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/events/advent-calendar/opens/","events","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/card-battle/cards/","events","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/card-battle/catacombs/levels/","events","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/card-battle/catacombs/levels/{level}/","events","level","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/events/card-battle/catacombs/levels/{level}/enter/","events","level","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/events/card-battle/catacombs/mini-game/{attempt_id}/resolve/","events","attempt_id","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/events/card-battle/catacombs/runs/","events","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/card-battle/catacombs/runs/{run_id}/","events","run_id","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/events/card-battle/catacombs/scrolls/cap-raise/","events","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/events/card-battle/catacombs/scrolls/enhance/","events","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/events/card-battle/catacombs/scrolls/resurrect/","events","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/events/card-battle/catacombs/state/","events","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/card-battle/daily/","events","","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/events/card-battle/daily/{id}/claim/","events","id","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/events/card-battle/event-points/buy/","events","","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/events/card-battle/event-points/buy/","events","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/events/card-battle/join/","events","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/events/card-battle/locations/","events","","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/events/card-battle/locations/{id}/raid/","events","id","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/events/card-battle/potions/","events","","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/events/card-battle/potions/{id}/use/","events","id","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/events/card-battle/profile/","events","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/card-battle/pvp/history/","events","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/card-battle/pvp/leaderboard/","events","","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/events/card-battle/pvp/match/","events","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/card-battle/pvp/match/{id}/","events","id","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/card-battle/pvp/me/","events","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/card-battle/pvp/player/{id}/","events","id","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/card-battle/pvp/player/{id}/history/","events","id","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/card-battle/pvp/season/","events","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/card-battle/rewards/","events","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/card-battle/runs/","events","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/card-battle/runs/{id}/","events","id","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/card-battle/squad/","events","","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/events/card-battle/squad/","events","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/events/card-battle/squad/slot/","events","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/events/dungeon-hunters/boss/","events","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/dungeon-hunters/boss/{id}/","events","id","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/events/dungeon-hunters/boss/{id}/attack/","events","id","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/events/dungeon-hunters/boss/{id}/claim-rewards/","events","id","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/events/dungeon-hunters/boss/{id}/enter/","events","id","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/events/dungeon-hunters/boss/{id}/my-chests/","events","id","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/dungeon-hunters/boss/{id}/my-participation/","events","id","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/dungeon-hunters/boss/{id}/state/","events","id","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/dungeon-hunters/boss/{id}/top/","events","id","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/dungeon-hunters/boss/{id}/top/my-place/","events","id","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/dungeon-hunters/boss/config/","events","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/dungeon-hunters/boss/list-killed/","events","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/dungeon-hunters/boss/my-active/","events","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/dungeon-hunters/boss/top/total/clubs/","events","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/dungeon-hunters/boss/top/total/users/","events","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/dungeon-hunters/buy-event-points-by-balance/","events","","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/events/dungeon-hunters/buy-event-points-by-balance/","events","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/events/dungeon-hunters/dungeon/","events","","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/events/dungeon-hunters/dungeon/{dungeon_id}/enter/","events","dungeon_id","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/events/dungeon-hunters/dungeon/runs/{dungeon_run_id}/mini-game-reward/","events","dungeon_run_id","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/events/dungeon-hunters/dungeon/runs/{dungeon_run_id}/reward/","events","dungeon_run_id","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/events/dungeon-hunters/dungeon/runs/{run_id}/cancel/","events","run_id","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/events/dungeon-hunters/equipment/{user_equipment_id}/equip/","events","user_equipment_id","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/events/dungeon-hunters/equipment/{user_equipment_id}/unequip/","events","user_equipment_id","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/events/dungeon-hunters/equipment/catalog/","events","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/dungeon-hunters/equipment/inventory/","events","","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/events/dungeon-hunters/join/","events","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/events/dungeon-hunters/my-potions/","events","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/dungeon-hunters/my-profile/","events","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/dungeon-hunters/my-runs/","events","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/dungeon-hunters/top/","events","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/dungeon-hunters/top/clubs/","events","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/dungeon-hunters/top/place/","events","","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/events/dungeon-hunters/use-mp-potion/","events","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/events/eventpoint-balance/","events","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/eventpoint-payments/","events","","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/events/new-year-madness/action/","events","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/events/new-year-madness/buy/","events","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/events/new-year-madness/change-team/","events","","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/events/new-year-madness/change-team/","events","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/events/new-year-madness/collect/","events","","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/events/new-year-madness/collect/","events","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/events/new-year-madness/join/","events","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/events/new-year-madness/snowman/progress/","events","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/new-year-madness/snowman/top-users/","events","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/new-year-madness/user-team/","events","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/valentine_day/","events","","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/events/valentine_day/action/","events","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/events/valentine_day/buy/","events","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/events/valentine_day/choose/","events","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/events/valentine_day/collect/","events","","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/events/valentine_day/collect/","events","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/events/valentine_day/progress/","events","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/valentine_day/top-users/","events","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/valentine_day/top-users/me/","events","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/events/valentine_day/user-waifu/","events","","True",,"71280-e984758c9379dc61.js"
"GET","/api/forms/billing/tickets/","forms","","True",,"71280-e984758c9379dc61.js"
"GET","/api/forms/cards/","forms","","True",,"71280-e984758c9379dc61.js"
"GET","/api/forms/chapters/","forms","","True",,"71280-e984758c9379dc61.js"
"GET","/api/forms/coins-payments/","forms","","True",,"71280-e984758c9379dc61.js"
"GET","/api/forms/creators/","forms","","True",,"71280-e984758c9379dc61.js"
"GET","/api/forms/friends/statuses/","forms","","True",,"71280-e984758c9379dc61.js"
"GET","/api/forms/panel/","forms","","True",,"71280-e984758c9379dc61.js"
"GET","/api/forms/payments/","forms","","True",,"71280-e984758c9379dc61.js"
"GET","/api/forms/publishers/","forms","","True",,"71280-e984758c9379dc61.js"
"GET","/api/forms/titles/","forms","","True",,"71280-e984758c9379dc61.js"
"GET","/api/forms/users/","forms","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/forum/","forum","","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/forum/","forum","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/forum/{dir}/","forum","dir","True",,"71280-e984758c9379dc61.js"
"PUT","/api/v2/forum/{dir}/","forum","dir","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/forum/{dir}/reactions/","forum","dir","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/forum/ban/{dir}/","forum","dir","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/forum/search/","forum","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/forum/tags/","forum","","True",,"71280-e984758c9379dc61.js"
"GET","/api/functions/check-vk-group/","functions","","True",,"71280-e984758c9379dc61.js"
"GET","/api/functions/feature-flags/site/","functions","","True",,"71280-e984758c9379dc61.js"
"GET","/api/functions/feature-flags/user/","functions","","True",,"71280-e984758c9379dc61.js"
"POST","/api/functions/feature-flags/user/","functions","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/functions/health-check/","functions","","True",,"71280-e984758c9379dc61.js"
"GET","/api/functions/popup/","functions","","True",,"71280-e984758c9379dc61.js"
"POST","/api/functions/search-engine-indexing/","functions","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/functions/sliders-schemes/","functions","","True",,"71280-e984758c9379dc61.js"
"POST","/api/functions/vk-bot-v2/","functions","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/functions/ai/title-character-config/","functions","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/functions/ai/title-character-config/{character_id}/","functions","character_id","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/functions/banned-words/","functions","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/functions/banner-sliders/","functions","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/functions/mobile-app/versions/","functions","","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/functions/mobile-app/versions/","functions","","True","application/json","71280-e984758c9379dc61.js"
